species	gene	segment	bad	good
MusMusculus	IGH	Variable	IGHV1S4!	IGHV1S41
MusMusculus	IGH	Variable	IGHV1S45-1	IGHV1S45
MusMusculus	IGH	Variable	IGHV1S46-1	IGHV1S46
MusMusculus	IGH	Variable	IGHV1S47-1	IGHV1S47
MusMusculus	IGH	Variable	IGHV1S49-1	IGHV1S49
MusMusculus	IGH	Variable	IGHV1S5-1	IGHV1S5
MusMusculus	IGH	Variable	IGHV1S50-1	IGHV1S50
MusMusculus	IGH	Variable	IGHV1S51-1	IGHV1S51
MusMusculus	IGH	Variable	IGHV1S5!	IGHV1S51
MusMusculus	IGH	Variable	IGHV1S52-1	IGHV1S52
MusMusculus	IGH	Variable	IGHV1S53-1	IGHV1S53
MusMusculus	IGH	Variable	IGHV1S53-1	IGHV1S53
MusMusculus	IGH	Variable	IGHV1S53-1	IGHV1S53
MusMusculus	IGH	Variable	IGHV1S55-1	IGHV1S55
MusMusculus	IGH	Variable	IGHV1S56-1	IGHV1S56
MusMusculus	IGH	Variable	IGHV1S61-1	IGHV1S61
MusMusculus	IGH	Variable	IGHV1S6!	IGHV1S61
MusMusculus	IGH	Variable	IGHV1S81-1	IGHV1S81
MusMusculus	IGH	Variable	IGHV1S8!	IGHV1S81
MusMusculus	IGH	Variable	IGHV1S9-1	IGHV1S9
MusMusculus	IGH	Variable	IGHV2S3-1	IGHV2S3
MusMusculus	IGH	Variable	IGHV3S1-1	IGHV3S1
MusMusculus	IGH	Variable	IGHV3S!	IGHV3S1
MusMusculus	IGH	Variable	IGHV3S1-1	IGHV3S1
MusMusculus	IGH	Variable	IGHV3S!	IGHV3S1
MusMusculus	IGH	Variable	IGHV3S7-1	IGHV3S7
MusMusculus	IGH	Variable	IGHV5S12-1	IGHV5S12
MusMusculus	IGH	Variable	IGHV5S21-1	IGHV5S21
MusMusculus	IGH	Variable	IGHV5S2!	IGHV5S21
MusMusculus	IGH	Variable	IGHV5S24-1	IGHV5S24
MusMusculus	IGH	Variable	IGHV5S4-1	IGHV5S4
MusMusculus	IGH	Variable	IGHV5S4-1	IGHV5S4
MusMusculus	IGH	Variable	IGHV5S9-1	IGHV5S9
MusMusculus	IGH	Variable	IGHV7-!	IGHV7-1
MusMusculus	IGH	Variable	IGHV8S2-1	IGHV8S2
MusMusculus	IGH	Variable	IGHV9S7-1	IGHV9S7
MusMusculus	IGH	Variable	IGHV9S8-1	IGHV9S8
MusMusculus	IGK	Joining	IGKJ1-1	IGKJ1
MusMusculus	IGK	Joining	IGKJ!	IGKJ1
MusMusculus	IGK	Joining	IGKJ1-1	IGKJ1
MusMusculus	IGK	Joining	IGKJ!	IGKJ1
MusMusculus	IGK	Joining	IGKJ2-1	IGKJ2
MusMusculus	IGK	Joining	IGKJ2-1	IGKJ2
MusMusculus	IGK	Joining	IGKJ2-1	IGKJ2
MusMusculus	IGK	Joining	IGKJ4-1	IGKJ4
MusMusculus	IGK	Joining	IGKJ4-1	IGKJ4
MusMusculus	IGK	Joining	IGKJ5-1	IGKJ5
MusMusculus	IGK	Variable	IGKV1-13!	IGKV1-131
MusMusculus	IGK	Variable	IGKV12-4!	IGKV12-41
MusMusculus	IGK	Variable	IGKV12-4!	IGKV12-41
MusMusculus	IGK	Variable	IGKV14-11!	IGKV14-111
MusMusculus	IGK	Variable	IGKV15-10!	IGKV15-101
MusMusculus	IGK	Variable	IGKV17-12!	IGKV17-121
MusMusculus	IGK	Variable	IGKV3-!	IGKV3-1
MusMusculus	IGK	Variable	IGKV4-5!	IGKV4-51
MusMusculus	IGK	Variable	IGKV4-6!	IGKV4-61
MusMusculus	IGK	Variable	IGKV4-7!	IGKV4-71
MusMusculus	IGK	Variable	IGKV4-8!	IGKV4-81
MusMusculus	IGK	Variable	IGKV4-9!	IGKV4-91
MusMusculus	IGK	Variable	IGKV8-2!	IGKV8-21
MusMusculus	IGL	Joining	IGLJ1-1	IGLJ1
MusMusculus	IGL	Joining	IGLJ!	IGLJ1
MusMusculus	IGL	Joining	IGLJ2-1	IGLJ2
MusMusculus	IGL	Joining	IGLJ3-1	IGLJ3
MusMusculus	IGL	Joining	IGLJ4-1	IGLJ4
MusMusculus	IGL	Variable	IGLV1-1	IGLV1
MusMusculus	IGL	Variable	IGLV!	IGLV1
MusMusculus	IGL	Variable	IGLV1-1	IGLV1
MusMusculus	IGL	Variable	IGLV!	IGLV1
MusMusculus	IGL	Variable	IGLV2-1	IGLV2
MusMusculus	IGL	Variable	IGLV2-1	IGLV2
MusMusculus	IGL	Variable	IGLV3-1	IGLV3
MusMusculus	TRA	Joining	TRAJ11-1	TRAJ11
MusMusculus	TRA	Joining	TRAJ1!	TRAJ11
MusMusculus	TRA	Joining	TRAJ12-1	TRAJ12
MusMusculus	TRA	Joining	TRAJ13-1	TRAJ13
MusMusculus	TRA	Joining	TRAJ15-1	TRAJ15
MusMusculus	TRA	Joining	TRAJ16-1	TRAJ16
MusMusculus	TRA	Joining	TRAJ17-1	TRAJ17
MusMusculus	TRA	Joining	TRAJ18-1	TRAJ18
MusMusculus	TRA	Joining	TRAJ2-1	TRAJ2
MusMusculus	TRA	Joining	TRAJ2-1	TRAJ2
MusMusculus	TRA	Joining	TRAJ21-1	TRAJ21
MusMusculus	TRA	Joining	TRAJ2!	TRAJ21
MusMusculus	TRA	Joining	TRAJ21-1	TRAJ21
MusMusculus	TRA	Joining	TRAJ2!	TRAJ21
MusMusculus	TRA	Joining	TRAJ22-1	TRAJ22
MusMusculus	TRA	Joining	TRAJ23-1	TRAJ23
MusMusculus	TRA	Joining	TRAJ24-1	TRAJ24
MusMusculus	TRA	Joining	TRAJ26-1	TRAJ26
MusMusculus	TRA	Joining	TRAJ27-1	TRAJ27
MusMusculus	TRA	Joining	TRAJ28-1	TRAJ28
MusMusculus	TRA	Joining	TRAJ30-1	TRAJ30
MusMusculus	TRA	Joining	TRAJ31-1	TRAJ31
MusMusculus	TRA	Joining	TRAJ3!	TRAJ31
MusMusculus	TRA	Joining	TRAJ31-1	TRAJ31
MusMusculus	TRA	Joining	TRAJ3!	TRAJ31
MusMusculus	TRA	Joining	TRAJ32-1	TRAJ32
MusMusculus	TRA	Joining	TRAJ32-1	TRAJ32
MusMusculus	TRA	Joining	TRAJ33-1	TRAJ33
MusMusculus	TRA	Joining	TRAJ34-1	TRAJ34
MusMusculus	TRA	Joining	TRAJ34-1	TRAJ34
MusMusculus	TRA	Joining	TRAJ35-1	TRAJ35
MusMusculus	TRA	Joining	TRAJ35-1	TRAJ35
MusMusculus	TRA	Joining	TRAJ37-1	TRAJ37
MusMusculus	TRA	Joining	TRAJ38-1	TRAJ38
MusMusculus	TRA	Joining	TRAJ39-1	TRAJ39
MusMusculus	TRA	Joining	TRAJ4-1	TRAJ4
MusMusculus	TRA	Joining	TRAJ40-1	TRAJ40
MusMusculus	TRA	Joining	TRAJ42-1	TRAJ42
MusMusculus	TRA	Joining	TRAJ42-1	TRAJ42
MusMusculus	TRA	Joining	TRAJ43-1	TRAJ43
MusMusculus	TRA	Joining	TRAJ43-1	TRAJ43
MusMusculus	TRA	Joining	TRAJ45-1	TRAJ45
MusMusculus	TRA	Joining	TRAJ45-1	TRAJ45
MusMusculus	TRA	Joining	TRAJ46-1	TRAJ46
MusMusculus	TRA	Joining	TRAJ48-1	TRAJ48
MusMusculus	TRA	Joining	TRAJ49-1	TRAJ49
MusMusculus	TRA	Joining	TRAJ5-1	TRAJ5
MusMusculus	TRA	Joining	TRAJ50-1	TRAJ50
MusMusculus	TRA	Joining	TRAJ52-1	TRAJ52
MusMusculus	TRA	Joining	TRAJ53-1	TRAJ53
MusMusculus	TRA	Joining	TRAJ54-1	TRAJ54
MusMusculus	TRA	Joining	TRAJ56-1	TRAJ56
MusMusculus	TRA	Joining	TRAJ57-1	TRAJ57
MusMusculus	TRA	Joining	TRAJ58-1	TRAJ58
MusMusculus	TRA	Joining	TRAJ59-1	TRAJ59
MusMusculus	TRA	Joining	TRAJ6-1	TRAJ6
MusMusculus	TRA	Joining	TRAJ7-1	TRAJ7
MusMusculus	TRA	Joining	TRAJ9-1	TRAJ9
MusMusculus	TRA	Joining	TRAJ9-1	TRAJ9
MusMusculus	TRA	Variable	TRAV1-1	TRAV1
MusMusculus	TRA	Variable	TRAV!	TRAV1
MusMusculus	TRA	Variable	TRAV1-1	TRAV1
MusMusculus	TRA	Variable	TRAV!	TRAV1
MusMusculus	TRA	Variable	TRAV10-1	TRAV10
MusMusculus	TRA	Variable	TRAV10-1	TRAV10
MusMusculus	TRA	Variable	TRAV10-1	TRAV10
MusMusculus	TRA	Variable	TRAV10-1	TRAV10
MusMusculus	TRA	Variable	TRAV10-1	TRAV10
MusMusculus	TRA	Variable	TRAV10D-1	TRAV10D
MusMusculus	TRA	Variable	TRAV10D-1	TRAV10D
MusMusculus	TRA	Variable	TRAV10N-1	TRAV10N
MusMusculus	TRA	Variable	TRAV11-1	TRAV11
MusMusculus	TRA	Variable	TRAV1!	TRAV11
MusMusculus	TRA	Variable	TRAV11-1	TRAV11
MusMusculus	TRA	Variable	TRAV1!	TRAV11
MusMusculus	TRA	Variable	TRAV11D-1	TRAV11D
MusMusculus	TRA	Variable	TRAV11N-1	TRAV11N
MusMusculus	TRA	Variable	TRAV12-!	TRAV12-1
MusMusculus	TRA	Variable	TRAV12-!	TRAV12-1
MusMusculus	TRA	Variable	TRAV12-!	TRAV12-1
MusMusculus	TRA	Variable	TRAV12-!	TRAV12-1
MusMusculus	TRA	Variable	TRAV12-!	TRAV12-1
MusMusculus	TRA	Variable	TRAV12D-!	TRAV12D-1
MusMusculus	TRA	Variable	TRAV12D-!	TRAV12D-1
MusMusculus	TRA	Variable	TRAV12D-!	TRAV12D-1
MusMusculus	TRA	Variable	TRAV12D-!	TRAV12D-1
MusMusculus	TRA	Variable	TRAV12D-!	TRAV12D-1
MusMusculus	TRA	Variable	TRAV12N-!	TRAV12N-1
MusMusculus	TRA	Variable	TRAV13-!	TRAV13-1
MusMusculus	TRA	Variable	TRAV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRDV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13-4_DV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRDV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13-4_DV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRDV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRADV13-4	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13-4_DV7	TRAV13-4/DV7
MusMusculus	TRA	Variable	TRAV13D-!	TRAV13D-1
MusMusculus	TRA	Variable	TRAV13D-!	TRAV13D-1
MusMusculus	TRA	Variable	TRAV13D-!	TRAV13D-1
MusMusculus	TRA	Variable	TRAV13N-!	TRAV13N-1
MusMusculus	TRA	Variable	TRAV14-!	TRAV14-1
MusMusculus	TRA	Variable	TRAV14-!	TRAV14-1
MusMusculus	TRA	Variable	TRAV14-!	TRAV14-1
MusMusculus	TRA	Variable	TRAV14D-!	TRAV14D-1
MusMusculus	TRA	Variable	TRAV14D-!	TRAV14D-1
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRDV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRADV14D-3	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14D-3_DV8	TRAV14D-3/DV8
MusMusculus	TRA	Variable	TRAV14N-!	TRAV14N-1
MusMusculus	TRA	Variable	TRAV15-1/DV6-!	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRDV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRADV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRADV15-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-1_DV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-1/DV6-!	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRDV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRADV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRADV15-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-1_DV6-1	TRAV15-1/DV6-1
MusMusculus	TRA	Variable	TRAV15-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRDV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRADV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRADV15-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRAV15-2_DV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRAV15-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRDV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRADV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRADV15-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRAV15-2_DV6-2	TRAV15-2/DV6-2
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1/DV6D-!	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRDV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRADV15D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-1_DV6D-1	TRAV15D-1/DV6D-1
MusMusculus	TRA	Variable	TRAV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRDV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2_DV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRDV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2_DV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRDV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2_DV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRDV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2_DV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRDV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRADV15D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15D-2_DV6D-2	TRAV15D-2/DV6D-2
MusMusculus	TRA	Variable	TRAV15N-!	TRAV15N-1
MusMusculus	TRA	Variable	TRAV16-1	TRAV16
MusMusculus	TRA	Variable	TRAV16-1	TRAV16
MusMusculus	TRA	Variable	TRAV16-1	TRAV16
MusMusculus	TRA	Variable	TRAV16-1	TRAV16
MusMusculus	TRA	Variable	TRAV16-1	TRAV16
MusMusculus	TRA	Variable	TRAV16D/DV11-1	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D/DV1!	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRDV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D_DV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D/DV11-1	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D/DV1!	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRDV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D_DV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D/DV11-1	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D/DV1!	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRDV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRADV16D	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16D_DV11	TRAV16D/DV11
MusMusculus	TRA	Variable	TRAV16N-1	TRAV16N
MusMusculus	TRA	Variable	TRAV17-1	TRAV17
MusMusculus	TRA	Variable	TRAV17-1	TRAV17
MusMusculus	TRA	Variable	TRAV18-1	TRAV18
MusMusculus	TRA	Variable	TRAV19-1	TRAV19
MusMusculus	TRA	Variable	TRAV19-1	TRAV19
MusMusculus	TRA	Variable	TRAV2-1	TRAV2
MusMusculus	TRA	Variable	TRAV20-1	TRAV20
MusMusculus	TRA	Variable	TRAV20-1	TRAV20
MusMusculus	TRA	Variable	TRAV21/DV12-1	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV21	TRAV21/DV12
MusMusculus	TRA	Variable	TRDV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRADV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRADV21	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV21_DV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV21/DV12-1	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV21	TRAV21/DV12
MusMusculus	TRA	Variable	TRDV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRADV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRADV21	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV21_DV12	TRAV21/DV12
MusMusculus	TRA	Variable	TRAV3-!	TRAV3-1
MusMusculus	TRA	Variable	TRAV3-!	TRAV3-1
MusMusculus	TRA	Variable	TRAV4-4	TRAV4-4/DV10
MusMusculus	TRA	Variable	TRDV10	TRAV4-4/DV10
MusMusculus	TRA	Variable	TRADV10	TRAV4-4/DV10
MusMusculus	TRA	Variable	TRADV4-4	TRAV4-4/DV10
MusMusculus	TRA	Variable	TRAV4-4_DV10	TRAV4-4/DV10
MusMusculus	TRA	Variable	TRAV5-!	TRAV5-1
MusMusculus	TRA	Variable	TRAV6-!	TRAV6-1
MusMusculus	TRA	Variable	TRAV6-!	TRAV6-1
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRDV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRADV6-7	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV6-7_DV9	TRAV6-7/DV9
MusMusculus	TRA	Variable	TRAV7-!	TRAV7-1
MusMusculus	TRA	Variable	TRAV8-!	TRAV8-1
MusMusculus	TRA	Variable	TRAV8-!	TRAV8-1
MusMusculus	TRA	Variable	TRAV8-!	TRAV8-1
