
Species	IMGT/GENE-DB	IMGT gene functionality	IMGT and HGNC gene definition	Number of alleles	Chromosomal localization	IMGT/LIGM-DB reference sequence(s) for allele *01	HGNC gene symbol	HGNC database	NCBI Gene	Ensembl	GenAtlas	GeneCards	UniProt
Homo sapiens	IGLV3-12	P F	Homo sapiens immunoglobulin lambda variable 3-12	2	22q11.2	AC279423	IGLV3-12	5898	28802	ENSG00000211667	26695	IGLV3-12	A0A075B6K2
Homo sapiens	IGLV3-13	P	Homo sapiens immunoglobulin lambda variable 3-13	2	22q11.2	X97463	IGLV3-13	5899	28801	ENSG00000253590	26723	IGLV3-13	
Homo sapiens	IGLV3-15	P	Homo sapiens immunoglobulin lambda variable 3-15	1	22q11.2	D87015	IGLV3-15	5900	28800	ENSG00000253786	26724	IGLV3-15	
Homo sapiens	IGLV3-16	F	Homo sapiens immunoglobulin lambda variable 3-16	1	22q11.2	D87015	IGLV3-16	5901	28799	ENSG00000211665	26696	IGLV3-16	A0A075B6K0
Homo sapiens	IGLV3-17	P	Homo sapiens immunoglobulin lambda variable 3-17	1	22q11.2	M94117	IGLV3-17	5902	28798	ENSG00000253152	26725	IGLV3-17	
Homo sapiens	IGLV3-19	F	Homo sapiens immunoglobulin lambda variable 3-19	2	22q11.2	X56178	IGLV3-19	5903	28797	ENSG00000211663	26697	IGLV3-19	P01714
Homo sapiens	IGLV3-2	P	Homo sapiens immunoglobulin lambda variable 3-2	3	22q11.2	X97468	IGLV3-2	5904	28808	ENSG00000253963	26726	IGLV3-2	
Homo sapiens	IGLV3-21	F	Homo sapiens immunoglobulin lambda variable 3-21	4	22q11.2	X71966	IGLV3-21	5905	28796	ENSG00000211662	26698	IGLV3-21	P80748
Homo sapiens	IGLV3-22	P F	Homo sapiens immunoglobulin lambda variable 3-22	3	22q11.2	AC279210	IGLV3-22	5906	28795	ENSG00000211661	26699	IGLV3-22	A0A075B6J6
Homo sapiens	IGLV3-24	P	Homo sapiens immunoglobulin lambda variable 3-24	4	22q11.2	X71968	IGLV3-24	5907	28794	ENSG00000253822	26727	IGLV3-24	
Homo sapiens	IGLV3-25	F	Homo sapiens immunoglobulin lambda variable 3-25	3	22q11.2	X97474	IGLV3-25	5908	28793	ENSG00000211659	26700	IGLV3-25	P01717
Homo sapiens	IGLV3-26	P	Homo sapiens immunoglobulin lambda variable 3-26	1	22q11.2	AC279318	IGLV3-26	5909	28792	ENSG00000253913	26728	IGLV3-26	
Homo sapiens	IGLV3-27	F	Homo sapiens immunoglobulin lambda variable 3-27	1	22q11.2	D86994	IGLV3-27	5910	28791	ENSG00000211658	26701	IGLV3-27	P01718
Homo sapiens	IGLV3-29	P	Homo sapiens immunoglobulin lambda variable 3-29	1	22q11.2	AC279318	IGLV3-29	5911	28790	ENSG00000253338	26729	IGLV3-29	
Homo sapiens	IGLV3-30	P	Homo sapiens immunoglobulin lambda variable 3-30	2	22q11.2	Z73646	IGLV3-30	5912	28789	ENSG00000253329	26730	IGLV3-30	
Homo sapiens	IGLV3-31	P	Homo sapiens immunoglobulin lambda variable 3-31	2	22q11.2	D87014	IGLV3-31	5913	28788	ENSG00000253920	26731	IGLV3-31	
Homo sapiens	IGLV3-32	ORF	Homo sapiens immunoglobulin lambda variable 3-32	1	22q11.2	D87014	IGLV3-32	5914	28787	ENSG00000211657	26702	IGLV3-32	
Homo sapiens	IGLV3-4	P	Homo sapiens immunoglobulin lambda variable 3-4	1	22q11.2	D87024	IGLV3-4	5915	28807	ENSG00000226420	26732	IGLV3-4	
Homo sapiens	IGLV3-6	P	Homo sapiens immunoglobulin lambda variable 3-6	2	22q11.2	X97465	IGLV3-6	5916	28806	ENSG00000253448	26733	IGLV3-6	
Homo sapiens	IGLV3-7	P	Homo sapiens immunoglobulin lambda variable 3-7	1	22q11.2	X97470	IGLV3-7	5917	28805	ENSG00000254077	26734	IGLV3-7	
Homo sapiens	IGLV3-9	P F	Homo sapiens immunoglobulin lambda variable 3-9	3	22q11.2	AC279221	IGLV3-9	5918	28804	ENSG00000211670	26703	IGLV3-9	
Homo sapiens	IGLV4-3	F	Homo sapiens immunoglobulin lambda variable 4-3	1	22q11.2	X57828	IGLV4-3	5919	28786	ENSG00000211672	26704	IGLV4-3	A0A075B6K6
Homo sapiens	IGLV4-60	P F	Homo sapiens immunoglobulin lambda variable 4-60	4	22q11.2	Z73667	IGLV4-60	5920	28785	ENSG00000211639	26705	IGLV4-60	A0A075B6I1
Homo sapiens	IGLV4-69	F	Homo sapiens immunoglobulin lambda variable 4-69	2	22q11.2	D86993	IGLV4-69	5921	28784	ENSG00000211637	26706	IGLV4-69	A0A075B6H9
Homo sapiens	IGLV5-37	F	Homo sapiens immunoglobulin lambda variable 5-37	3	22q11.2	Z73672	IGLV5-37	5922	28783	ENSG00000211654	26707	IGLV5-37	A0A075B6J1
Homo sapiens	IGLV5-39	F	Homo sapiens immunoglobulin lambda variable 5-39	2	22q11.2	Z73668	IGLV5-39	5923	28782		26708	IGLV5-39	A0A0G2JS06
Homo sapiens	IGLV5-45	F	Homo sapiens immunoglobulin lambda variable 5-45	5	22q11.2	Z73670	IGLV5-45	5924	28781	ENSG00000211650	26709	IGLV5-45	A0A087WSX0
Homo sapiens	IGLV5-48	P ORF	Homo sapiens immunoglobulin lambda variable 5-48	2	22q11.2	Z73649	IGLV5-48	5925	28780	ENSG00000211647	26710	IGLV5-48	
Homo sapiens	IGLV5-52	F	Homo sapiens immunoglobulin lambda variable 5-52	1	22q11.2	D87018 Z73669	IGLV5-52	5926	28779	ENSG00000211643	26711	IGLV5-52	A0A0A0MRZ9
Homo sapiens	IGLV6-57	P F	Homo sapiens immunoglobulin lambda variable 6-57	5	22q11.2	Z73673	IGLV6-57	5927	28778	ENSG00000211640	26712	IGLV6-57	P01721
Homo sapiens	IGLV7-35	P	Homo sapiens immunoglobulin lambda variable 7-35	1	22q11.2	Z73660	IGLV7-35	5928	28777	ENSG00000253631	26735	IGLV7-35	
Homo sapiens	IGLV7-43	F	Homo sapiens immunoglobulin lambda variable 7-43	1	22q11.2	X14614	IGLV7-43	5929	28776	ENSG00000211652	26713	IGLV7-43	P04211
Homo sapiens	IGLV7-46	P F	Homo sapiens immunoglobulin lambda variable 7-46	5	22q11.2	Z73674	IGLV7-46	5930	28775	ENSG00000211649	26714	IGLV7-46	A0A075B6I9
Homo sapiens	IGLV8-61	F	Homo sapiens immunoglobulin lambda variable 8-61	3	22q11.2	D87022	IGLV8-61	5931	28774	ENSG00000211638	26715	IGLV8-61	A0A075B6I0
Homo sapiens	IGLV8/OR8-1	P ORF	Homo sapiens immunoglobulin lambda variable 8/OR8-1	2	8q11.2	Y08831	IGLV8OR8-1	5932	28756	ENSG00000215177	26716	IGLV8OR8-1	
Homo sapiens	IGLV9-49	P F	Homo sapiens immunoglobulin lambda variable 9-49	4	22q11.2	AC279207	IGLV9-49	5933	28773	ENSG00000223350	26717	IGLV9-49	A0A0B4J1Y8
Homo sapiens	TRAC	F	Homo sapiens T cell receptor alpha constant	1	14q11.2	X02883	TRAC	12029	28755	ENSG00000277734	1667	TRAC	
Homo sapiens	TRAJ1	ORF	Homo sapiens T cell receptor alpha joining 1	1	14q11.2	X02884	TRAJ1	12037	28754	ENSG00000211888	27638	TRAJ1	
Homo sapiens	TRAJ10	F	Homo sapiens T cell receptor alpha joining 10	1	14q11.2	M94081	TRAJ10	12038	28745	ENSG00000211879	29016	TRAJ10	
Homo sapiens	TRAJ11	F	Homo sapiens T cell receptor alpha joining 11	1	14q11.2	M94081	TRAJ11	12039	28744	ENSG00000211878	29017	TRAJ11	
Homo sapiens	TRAJ12	F	Homo sapiens T cell receptor alpha joining 12	1	14q11.2	X02885	TRAJ12	12040	28743	ENSG00000211877	29018	TRAJ12	
Homo sapiens	TRAJ13	F	Homo sapiens T cell receptor alpha joining 13	2	14q11.2	M94081	TRAJ13	12041	28742	ENSG00000211876	29019	TRAJ13	
Homo sapiens	TRAJ14	F	Homo sapiens T cell receptor alpha joining 14	1	14q11.2	M94081	TRAJ14	12042	28741	ENSG00000211875	29020	TRAJ14	
Homo sapiens	TRAJ15	F	Homo sapiens T cell receptor alpha joining 15	2	14q11.2	X05775	TRAJ15	12043	28740		29021	TRAJ15	
Homo sapiens	TRAJ16	F	Homo sapiens T cell receptor alpha joining 16	2	14q11.2	M94081	TRAJ16	12044	28739	ENSG00000211873	29022	TRAJ16	
Homo sapiens	TRAJ17	F	Homo sapiens T cell receptor alpha joining 17	1	14q11.2	X05773	TRAJ17	12045	28738	ENSG00000211872	29023	TRAJ17	
Homo sapiens	TRAJ18	F	Homo sapiens T cell receptor alpha joining 18	1	14q11.2	M94081	TRAJ18	12046	28737	ENSG00000211871	29024	TRAJ18	
Homo sapiens	TRAJ19	ORF	Homo sapiens T cell receptor alpha joining 19	1	14q11.2	M94081	TRAJ19	12047	28736	ENSG00000211870	29067	TRAJ19	
Homo sapiens	TRAJ2	ORF	Homo sapiens T cell receptor alpha joining 2	1	14q11.2	X02884	TRAJ2	12048	28753	ENSG00000211887	29068	TRAJ2	
Homo sapiens	TRAJ20	F	Homo sapiens T cell receptor alpha joining 20	1	14q11.2	M94081	TRAJ20	12049	28735	ENSG00000211869	29025	TRAJ20	
Homo sapiens	TRAJ21	F	Homo sapiens T cell receptor alpha joining 21	1	14q11.2	M94081	TRAJ21	12050	28734	ENSG00000211868	29026	TRAJ21	
Homo sapiens	TRAJ22	F	Homo sapiens T cell receptor alpha joining 22	1	14q11.2	X02886	TRAJ22	12051	28733	ENSG00000211867	29027	TRAJ22	
Homo sapiens	TRAJ23	F	Homo sapiens T cell receptor alpha joining 23	2	14q11.2	M94081	TRAJ23	12052	28732	ENSG00000211866	29028	TRAJ23	
Homo sapiens	TRAJ24	F	Homo sapiens T cell receptor alpha joining 24	3	14q11.2	X02887	TRAJ24	12053	28731	ENSG00000211865	29029	TRAJ24	
Homo sapiens	TRAJ25	ORF	Homo sapiens T cell receptor alpha joining 25	1	14q11.2	X02888	TRAJ25	12054	28730	ENSG00000211864	29069	TRAJ25	
Homo sapiens	TRAJ26	F	Homo sapiens T cell receptor alpha joining 26	1	14q11.2	M94081	TRAJ26	12055	28729	ENSG00000211863	29030	TRAJ26	
Homo sapiens	TRAJ27	F	Homo sapiens T cell receptor alpha joining 27	1	14q11.2	M94081	TRAJ27	12056	28728	ENSG00000211862	29031	TRAJ27	
Homo sapiens	TRAJ28	F	Homo sapiens T cell receptor alpha joining 28	1	14q11.2	M94081	TRAJ28	12057	28727	ENSG00000211861	29032	TRAJ28	
Homo sapiens	TRAJ29	F	Homo sapiens T cell receptor alpha joining 29	1	14q11.2	M94081	TRAJ29	12058	28726	ENSG00000211860	29033	TRAJ29	
Homo sapiens	TRAJ3	F	Homo sapiens T cell receptor alpha joining 3	1	14q11.2	X02884	TRAJ3	12059	28752	ENSG00000211886	29034	TRAJ3	
Homo sapiens	TRAJ30	F	Homo sapiens T cell receptor alpha joining 30	1	14q11.2	M94081	TRAJ30	12060	28725	ENSG00000211859	29035	TRAJ30	
Homo sapiens	TRAJ31	F	Homo sapiens T cell receptor alpha joining 31	1	14q11.2	M94081	TRAJ31	12061	28724	ENSG00000211858	29036	TRAJ31	
Homo sapiens	TRAJ32	F	Homo sapiens T cell receptor alpha joining 32	2	14q11.2	M94081	TRAJ32	12062	28723	ENSG00000211857	29037	TRAJ32	
Homo sapiens	TRAJ33	F	Homo sapiens T cell receptor alpha joining 33	1	14q11.2	M94081	TRAJ33	12063	28722	ENSG00000211856	29038	TRAJ33	
Homo sapiens	TRAJ34	F	Homo sapiens T cell receptor alpha joining 34	1	14q11.2	M35622	TRAJ34	12064	28721	ENSG00000211855	29039	TRAJ34	
Homo sapiens	TRAJ35	F	Homo sapiens T cell receptor alpha joining 35	1	14q11.2	M94081	TRAJ35	12065	28720	ENSG00000211854	29074	TRAJ35	
Homo sapiens	TRAJ36	F	Homo sapiens T cell receptor alpha joining 36	1	14q11.2	M94081	TRAJ36	12066	28719	ENSG00000276699	29040	TRAJ36	
Homo sapiens	TRAJ37	F	Homo sapiens T cell receptor alpha joining 37	2	14q11.2	M94081	TRAJ37	12067	28718	ENSG00000278661	29041	TRAJ37	
Homo sapiens	TRAJ38	F	Homo sapiens T cell receptor alpha joining 38	1	14q11.2	M94081	TRAJ38	12068	28717	ENSG00000211851	29042	TRAJ38	
Homo sapiens	TRAJ39	F	Homo sapiens T cell receptor alpha joining 39	1	14q11.2	M94081	TRAJ39	12069	28716	ENSG00000211850	29043	TRAJ39	
Homo sapiens	TRAJ4	F	Homo sapiens T cell receptor alpha joining 4	1	14q11.2	M94081	TRAJ4	12070	28751	ENSG00000211885	29044	TRAJ4	
Homo sapiens	TRAJ40	F	Homo sapiens T cell receptor alpha joining 40	1	14q11.2	M35620	TRAJ40	12071	28715	ENSG00000211849	29066	TRAJ40	
Homo sapiens	TRAJ41	F	Homo sapiens T cell receptor alpha joining 41	1	14q11.2	M94081	TRAJ41	12072	28714	ENSG00000211848	29045	TRAJ41	
Homo sapiens	TRAJ42	F	Homo sapiens T cell receptor alpha joining 42	1	14q11.2	M94081	TRAJ42	12073	28713	ENSG00000211847	29046	TRAJ42	
Homo sapiens	TRAJ43	F	Homo sapiens T cell receptor alpha joining 43	1	14q11.2	M94081	TRAJ43	12074	28712	ENSG00000211846	29047	TRAJ43	
Homo sapiens	TRAJ44	F	Homo sapiens T cell receptor alpha joining 44	1	14q11.2	M35619	TRAJ44	12075	28711	ENSG00000211845	29048	TRAJ44	
Homo sapiens	TRAJ45	F	Homo sapiens T cell receptor alpha joining 45	1	14q11.2	M94081	TRAJ45	12076	28710	ENSG00000211844	29049	TRAJ45	
Homo sapiens	TRAJ46	F	Homo sapiens T cell receptor alpha joining 46	1	14q11.2	M94081	TRAJ46	12077	28709	ENSG00000211843	29050	TRAJ46	
Homo sapiens	TRAJ47	F (F)	Homo sapiens T cell receptor alpha joining 47	2	14q11.2	M94081	TRAJ47	12078	28708	ENSG00000211842	29051	TRAJ47	
Homo sapiens	TRAJ48	F	Homo sapiens T cell receptor alpha joining 48	1	14q11.2	M94081	TRAJ48	12079	28707	ENSG00000211841	29052	TRAJ48	
Homo sapiens	TRAJ49	F	Homo sapiens T cell receptor alpha joining 49	1	14q11.2	M94081	TRAJ49	12080	28706	ENSG00000211840	29053	TRAJ49	
Homo sapiens	TRAJ5	F	Homo sapiens T cell receptor alpha joining 5	1	14q11.2	M94081	TRAJ5	12081	28750	ENSG00000211884	29054	TRAJ5	
Homo sapiens	TRAJ50	F	Homo sapiens T cell receptor alpha joining 50	1	14q11.2	M94081	TRAJ50	12082	28705	ENSG00000211839	29055	TRAJ50	
Homo sapiens	TRAJ51	P	Homo sapiens T cell receptor alpha joining 51	1	14q11.2	M94081	TRAJ51	12083	28704	ENSG00000248366	29078	TRAJ51	
Homo sapiens	TRAJ52	F	Homo sapiens T cell receptor alpha joining 52	1	14q11.2	M94081	TRAJ52	12084	28703	ENSG00000211838	29059	TRAJ52	
Homo sapiens	TRAJ53	F	Homo sapiens T cell receptor alpha joining 53	1	14q11.2	M94081	TRAJ53	12085	28702	ENSG00000211837	29058	TRAJ53	
Homo sapiens	TRAJ54	F	Homo sapiens T cell receptor alpha joining 54	1	14q11.2	M94081	TRAJ54	12086	28701	ENSG00000211836	29057	TRAJ54	
Homo sapiens	TRAJ55	P	Homo sapiens T cell receptor alpha joining 55	1	14q11.2	M94081	TRAJ55	12087	28700	ENSG00000250688	27688	TRAJ55	
Homo sapiens	TRAJ56	F	Homo sapiens T cell receptor alpha joining 56	1	14q11.2	M94081	TRAJ56	12088	28699	ENSG00000211835	29060	TRAJ56	
Homo sapiens	TRAJ57	F	Homo sapiens T cell receptor alpha joining 57	1	14q11.2	M94081	TRAJ57	12089	28698	ENSG00000211834	29061	TRAJ57	
Homo sapiens	TRAJ58	ORF	Homo sapiens T cell receptor alpha joining 58	1	14q11.2	M94081	TRAJ58	12090	28697	ENSG00000211833	29075	TRAJ58	
Homo sapiens	TRAJ59	ORF	Homo sapiens T cell receptor alpha joining 59	1	14q11.2	M94081	TRAJ59	12091	28696	ENSG00000211832	29076	TRAJ59	
Homo sapiens	TRAJ6	F	Homo sapiens T cell receptor alpha joining 6	1	14q11.2	M16747	TRAJ6	12092	28749	ENSG00000211883	29062	TRAJ6	
Homo sapiens	TRAJ60	P	Homo sapiens T cell receptor alpha joining 60	1	14q11.2	M94081	TRAJ60	12093	28695	ENSG00000249446	27694	TRAJ60	
Homo sapiens	TRAJ61	ORF	Homo sapiens T cell receptor alpha joining 61	1	14q11.2	M94081	TRAJ61	12094	28694	ENSG00000211831	29077	TRAJ61	
Homo sapiens	TRAJ7	F	Homo sapiens T cell receptor alpha joining 7	1	14q11.2	M94081	TRAJ7	12095	28748	ENSG00000211882	29063	TRAJ7	
Homo sapiens	TRAJ8	P F	Homo sapiens T cell receptor alpha joining 8	2	14q11.2	M94081	TRAJ8	12096	28747	ENSG00000211881	29064	TRAJ8	
Homo sapiens	TRAJ9	F	Homo sapiens T cell receptor alpha joining 9	1	14q11.2	M94081	TRAJ9	12097	28746	ENSG00000211880	29065	TRAJ9	
Homo sapiens	TRAV1-1	F (F)	Homo sapiens T cell receptor alpha variable 1-1	2	14q11.2	AE000658	TRAV1-1	12101	28693	ENSG00000255569	27699	TRAV1-1	
Homo sapiens	TRAV1-2	[F] F	Homo sapiens T cell receptor alpha variable 1-2	3	14q11.2	AE000658	TRAV1-2	12102	28692	ENSG00000256553	29125	TRAV1-2	
Homo sapiens	TRAV10	F	Homo sapiens T cell receptor alpha variable 10	2	14q11.2	AE000659	TRAV10	12103	28676	ENSG00000211784	29126	TRAV10	
Homo sapiens	TRAV11	P	Homo sapiens T cell receptor alpha variable 11	1	14q11.2	AE000659	TRAV11	12104	28675	ENSG00000256474	29174	TRAV11	
Homo sapiens	TRAV11-1	P	Homo sapiens T cell receptor alpha variable 11-1	1	14q11.2	AE000659							
Homo sapiens	TRAV12-1	F (F)	Homo sapiens T cell receptor alpha variable 12-1	2	14q11.2	AE000659	TRAV12-1	12105	28674	ENSG00000211785	29127	TRAV12-1	
Homo sapiens	TRAV12-2	F (F)	Homo sapiens T cell receptor alpha variable 12-2	3	14q11.2	AE000659	TRAV12-2	12106	28673	ENSG00000211789	29128	TRAV12-2	
Homo sapiens	TRAV12-3	F (F)	Homo sapiens T cell receptor alpha variable 12-3	2	14q11.2	AE000659	TRAV12-3	12107	28672	ENSG00000211794	29129	TRAV12-3	
Homo sapiens	TRAV13-1	[F] F (F)	Homo sapiens T cell receptor alpha variable 13-1	3	14q11.2	AE000659	TRAV13-1	12108	28671	ENSG00000211788	29130	TRAV13-1	
Homo sapiens	TRAV13-2	F (F)	Homo sapiens T cell receptor alpha variable 13-2	2	14q11.2	AE000659	TRAV13-2	12109	28670	ENSG00000211791	29131	TRAV13-2	
Homo sapiens	TRAV14-1	P	Homo sapiens T cell receptor alpha variable 14-1	2	14q11.2	AE000659							
Homo sapiens	TRAV14/DV4	[F] F (F)	Homo sapiens T cell receptor alpha variable 14/delta variable 4	4	14q11.2	M21626	TRAV14DV4	12110	28669	ENSG00000211792	29132	TRAV14DV4	
Homo sapiens	TRAV15	P	Homo sapiens T cell receptor alpha variable 15	1	14q11.2	AE000659	TRAV15	12111	28668	ENSG00000258482	29175	TRAV15	
Homo sapiens	TRAV16	F	Homo sapiens T cell receptor alpha variable 16	1	14q11.2	AE000659	TRAV16	12112	28667	ENSG00000211796	29133	TRAV16	
Homo sapiens	TRAV17	F	Homo sapiens T cell receptor alpha variable 17	1	14q11.2	AE000660	TRAV17	12113	28666	ENSG00000211797	29248	TRAV17	
Homo sapiens	TRAV18	F	Homo sapiens T cell receptor alpha variable 18	1	14q11.2	AE000660	TRAV18	12114	28665	ENSG00000211798	29135	TRAV18	
Homo sapiens	TRAV19	F	Homo sapiens T cell receptor alpha variable 19	1	14q11.2	AE000660	TRAV19	12115	28664	ENSG00000211799	29136	TRAV19	
Homo sapiens	TRAV2	F (F)	Homo sapiens T cell receptor alpha variable 2	2	14q11.2	AE000658	TRAV2	12116	28691	ENSG00000211776	29137	TRAV2	
Homo sapiens	TRAV20	F (F)	Homo sapiens T cell receptor alpha variable 20	4	14q11.2	AE000660	TRAV20	12117	28663	ENSG00000211800	29143	TRAV20	
Homo sapiens	TRAV21	F (F)	Homo sapiens T cell receptor alpha variable 21	2	14q11.2	AE000660	TRAV21	12118	28662	ENSG00000211801	29144	TRAV21	
Homo sapiens	TRAV22	F	Homo sapiens T cell receptor alpha variable 22	1	14q11.2	AE000660	TRAV22	12119	28661	ENSG00000211802	29145	TRAV22	
Homo sapiens	TRAV23/DV6	[F] F (F)	Homo sapiens T cell receptor alpha variable 23/delta variable 6	5	14q11.2	AE000660	TRAV23DV6	12120	28660	ENSG00000211803	29169	TRAV23DV6	
Homo sapiens	TRAV24	F (F)	Homo sapiens T cell receptor alpha variable 24	2	14q11.2	AE000660	TRAV24	12121	28659	ENSG00000211805	29147	TRAV24	
Homo sapiens	TRAV25	F	Homo sapiens T cell receptor alpha variable 25	1	14q11.2	AE000660	TRAV25	12122	28658	ENSG00000211806	29148	TRAV25	
Homo sapiens	TRAV26-1	F (F)	Homo sapiens T cell receptor alpha variable 26-1	3	14q11.2	AE000660	TRAV26-1	12123	28657	ENSG00000211807	29167	TRAV26-1	
Homo sapiens	TRAV26-2	[F] F	Homo sapiens T cell receptor alpha variable 26-2	2	14q11.2	AE000660	TRAV26-2	12124	28656	ENSG00000211812	29168	TRAV26-2	
Homo sapiens	TRAV27	F (F)	Homo sapiens T cell receptor alpha variable 27	3	14q11.2	AE000660	TRAV27	12125	28655	ENSG00000211809	29149	TRAV27	
Homo sapiens	TRAV28	P	Homo sapiens T cell receptor alpha variable 28	2	14q11.2	AE000660	TRAV28	12126	28654	ENSG00000258835	29176	TRAV28	
Homo sapiens	TRAV29/DV5	P F	Homo sapiens T cell receptor alpha variable 29/delta variable 5	4	14q11.2	AE000660	TRAV29DV5	12127	28653	ENSG00000211810	29170	TRAV29DV5	
Homo sapiens	TRAV3	(P) F	Homo sapiens T cell receptor alpha variable 3	2	14q11.2	AE000658	TRAV3	12128	28690	ENSG00000211777	29138	TRAV3	
Homo sapiens	TRAV30	[F] F (F)	Homo sapiens T cell receptor alpha variable 30	5	14q11.2	AE000660	TRAV30	12129	28652	ENSG00000259092	29150	TRAV30	
Homo sapiens	TRAV31	P	Homo sapiens T cell receptor alpha variable 31	2	14q11.2	AE000660	TRAV31	12130	28651	ENSG00000249048	29177	TRAV31	
Homo sapiens	TRAV32	P	Homo sapiens T cell receptor alpha variable 32	1	14q11.2	AE000660	TRAV32	12131	28650	ENSG00000258905	29178	TRAV32	
Homo sapiens	TRAV33	P	Homo sapiens T cell receptor alpha variable 33	2	14q11.2	AE000660	TRAV33	12132	28649	ENSG00000258812	29179	TRAV33	
Homo sapiens	TRAV34	F	Homo sapiens T cell receptor alpha variable 34	1	14q11.2	AE000660	TRAV34	12133	28648	ENSG00000211813	29151	TRAV34	
Homo sapiens	TRAV35	P F (F)	Homo sapiens T cell receptor alpha variable 35	3	14q11.2	AE000660	TRAV35	12134	28647	ENSG00000211814	29152	TRAV35	
Homo sapiens	TRAV36/DV7	F (F)	Homo sapiens T cell receptor alpha variable 36/delta variable 7	5	14q11.2	AE000660	TRAV36DV7	12135	28646	ENSG00000211815	29171	TRAV36DV7	
Homo sapiens	TRAV37	P	Homo sapiens T cell receptor alpha variable 37	1	14q11.2	AE000661	TRAV37	12136	28645	ENSG00000259068	29180	TRAV37	
Homo sapiens	TRAV38-1	F (F)	Homo sapiens T cell receptor alpha variable 38-1	4	14q11.2	AE000661	TRAV38-1	12137	28644	ENSG00000211816	29157	TRAV38-1	
Homo sapiens	TRAV38-2/DV8	F	Homo sapiens T cell receptor alpha variable 38-2/delta variable 8	1	14q11.2	AE000661	TRAV38-2DV8	12138	28643	ENSG00000211817	29172	TRAV38-2DV8	
Homo sapiens	TRAV39	F	Homo sapiens T cell receptor alpha variable 39	1	14q11.2	AE000661	TRAV39	12139	28642	ENSG00000211818	29154	TRAV39	
Homo sapiens	TRAV4	F	Homo sapiens T cell receptor alpha variable 4	1	14q11.2	AE000658	TRAV4	12140	28689	ENSG00000211778	29139	TRAV4	
Homo sapiens	TRAV40	F	Homo sapiens T cell receptor alpha variable 40	1	14q11.2	X73521	TRAV40	12141	28641	ENSG00000211819	29155	TRAV40	
Homo sapiens	TRAV41	F	Homo sapiens T cell receptor alpha variable 41	1	14q11.2	AE000661	TRAV41	12142	28640	ENSG00000211820	29156	TRAV41	
Homo sapiens	TRAV46	P	Homo sapiens T cell receptor alpha variable 46	1	14q11.2	AE000661							
Homo sapiens	TRAV5	F	Homo sapiens T cell receptor alpha variable 5	1	14q11.2	AE000659	TRAV5	12143	28688	ENSG00000211779	29140	TRAV5	
Homo sapiens	TRAV6	[F] F (F)	Homo sapiens T cell receptor alpha variable 6	7	14q11.2	AE000659	TRAV6	12144	6956	ENSG00000211780	29141	TRAV6	
Homo sapiens	TRAV7	F	Homo sapiens T cell receptor alpha variable 7	1	14q11.2	AE000659	TRAV7	12145	28686	ENSG00000211781	29142	TRAV7	
Homo sapiens	TRAV8-1	[F] F	Homo sapiens T cell receptor alpha variable 8-1	2	14q11.2	AE000659	TRAV8-1	12146	28685	ENSG00000211782	29159	TRAV8-1	
Homo sapiens	TRAV8-2	F (F)	Homo sapiens T cell receptor alpha variable 8-2	3	14q11.2	AE000659	TRAV8-2	12147	28684	ENSG00000211786	29160	TRAV8-2	
Homo sapiens	TRAV8-3	F (F)	Homo sapiens T cell receptor alpha variable 8-3	3	14q11.2	AE000659	TRAV8-3	12148	28683	ENSG00000211787	29161	TRAV8-3	
Homo sapiens	TRAV8-4	F (F)	Homo sapiens T cell receptor alpha variable 8-4	7	14q11.2	AE000659	TRAV8-4	12149	28682	ENSG00000211790	29162	TRAV8-4	
Homo sapiens	TRAV8-5	P	Homo sapiens T cell receptor alpha variable 8-5	1	14q11.2	AE000659	TRAV8-5	12150	28681	ENSG00000256379	29163	TRAV8-5	
Homo sapiens	TRAV8-6	F	Homo sapiens T cell receptor alpha variable 8-6	2	14q11.2	X02850	TRAV8-6	12151	28680	ENSG00000211795	29164	TRAV8-6	
Homo sapiens	TRAV8-6-1	P	Homo sapiens T cell receptor alpha variable 8-6-1	1	14q11.2	AE000660							
Homo sapiens	TRAV8-7	P	Homo sapiens T cell receptor alpha variable 8-7	2	14q11.2	AE000660	TRAV8-7	12152	28679	ENSG00000211808	29173	TRAV8-7	
Homo sapiens	TRAV9-1	F	Homo sapiens T cell receptor alpha variable 9-1	1	14q11.2	AE000659	TRAV9-1	12153	28678	ENSG00000211783	29165	TRAV9-1	
Homo sapiens	TRAV9-2	F (F)	Homo sapiens T cell receptor alpha variable 9-2	4	14q11.2	AE000659	TRAV9-2	12154	28677	ENSG00000211793	29166	TRAV9-2	
Homo sapiens	TRAVA	P	Homo sapiens T cell receptor alpha variable A	2	14q11.2	AE000659							
Homo sapiens	TRAVB	P	Homo sapiens T cell receptor alpha variable B	2	14q11.2	AE000659							
Homo sapiens	TRAVC	P	Homo sapiens T cell receptor alpha variable C	1	14q11.2	AE000660							
Homo sapiens	TRBC1	F	Homo sapiens T cell receptor beta constant 1	3	7q34	M12887	TRBC1	12156	28639	ENSG00000211751	4865	TRBC1	
Homo sapiens	TRBC2	F	Homo sapiens T cell receptor beta constant 2	3	7q34	M12888	TRBC2	12157	28638	ENSG00000211772	4903	TRBC2	
Homo sapiens	TRBD1	F	Homo sapiens T cell receptor beta diversity 1	1	7q34	K02545	TRBD1	12158	28637	ENSG00000282431	4866	TRBD1	
